time(ms),altitude(m),accel_y(m/s^2),bmpVel(m/s),imu_vel(m/s),imualt(m)
289437.0,578.58,-0.83,-5.152,-3.918,922.14
289731.0,577.04,-0.516,-5.224,-4.07,920.94
289844.0,576.45,0.302,-5.239,-4.036,920.48
289896.0,576.18,-0.083,-5.231,-4.04,920.27
290004.0,575.61,-0.047,-5.287,-4.045,919.83
290091.0,575.15,-0.031,-5.276,-4.048,919.48
290266.0,574.23,-0.038,-5.286,-4.055,918.77
290455.0,573.23,0.04,-5.291,-4.047,918.01
290668.0,572.11,0.138,-5.254,-4.018,917.15
291168.0,569.5,0.043,-5.226,-3.996,915.15
291298.0,568.82,-0.047,-5.223,-4.002,914.63
291407.0,568.25,0.231,-5.193,-3.977,914.2
291565.0,567.43,0.33,-5.171,-3.925,913.58
291611.0,567.2,-0.476,-5.065,-3.947,913.4
291720.0,566.63,-0.404,-5.202,-3.991,912.96
291836.0,566.03,-0.205,-5.198,-4.015,912.49
292050.0,564.9,-0.15,-5.257,-4.047,911.62
292141.0,564.42,0.157,-5.242,-4.033,911.25
292200.0,564.12,0.466,-5.169,-4.006,911.01
292272.0,563.74,0.609,-5.236,-3.962,910.72
292315.0,563.52,0.022,-5.116,-3.961,910.55
292546.0,562.33,0.064,-5.173,-3.946,909.64
292723.0,561.41,-0.257,-5.22,-3.991,908.93
292860.0,560.69,-0.228,-5.277,-4.022,908.38
292926.0,560.34,0.019,-5.258,-4.021,908.11
292988.0,560.02,-0.105,-5.21,-4.028,907.86
293081.0,559.53,-0.017,-5.28,-4.03,907.49
293226.0,558.77,0.087,-5.262,-4.017,906.91
293318.0,558.29,0.405,-5.217,-3.98,906.54
293396.0,557.88,0.621,-5.205,-3.932,906.23
293472.0,557.49,0.171,-5.105,-3.919,905.93
293511.0,557.29,-0.334,-5.026,-3.932,905.78
294011.0,554.68,-0.299,-5.218,-4.082,903.74
294105.0,554.19,0.647,-5.255,-4.021,903.36
294554.0,551.88,0.44,-5.154,-3.823,901.64
294642.0,551.43,-0.728,-5.114,-3.887,901.3
294688.0,551.2,-0.597,-5.065,-3.914,901.12
294935.0,549.91,-0.489,-5.215,-4.035,900.12
295054.0,549.29,0.249,-5.227,-4.005,899.64
295109.0,549.0,-0.167,-5.218,-4.014,899.42
295609.0,546.37,-0.136,-5.26,-4.082,897.38
295888.0,544.89,0.208,-5.29,-4.024,896.26
296388.0,542.27,-0.019,-5.24,-4.034,894.24
296888.0,539.65,0.041,-5.242,-4.013,892.23
297035.0,538.88,0.052,-5.211,-4.005,891.64
297172.0,538.16,-0.123,-5.234,-4.022,891.09
297441.0,536.75,-0.002,-5.227,-4.023,890.01
297538.0,536.25,-0.004,-5.165,-4.023,889.62
297919.0,534.25,0.035,-5.239,-4.01,888.09
298095.0,533.33,-0.13,-5.244,-4.033,887.38
298283.0,532.34,-0.049,-5.266,-4.042,886.62
298664.0,530.34,0.018,-5.262,-4.035,885.08
298996.0,528.59,-0.044,-5.265,-4.05,883.74
299121.0,527.93,0.385,-5.248,-4.002,883.24
299183.0,527.61,-0.13,-5.145,-4.01,882.99
299292.0,527.04,-0.135,-5.211,-4.025,882.55
299381.0,526.58,0.031,-5.213,-4.022,882.19
299526.0,525.82,-0.052,-5.276,-4.03,881.61
299688.0,524.96,-0.066,-5.296,-4.041,880.96
300057.0,523.02,-0.017,-5.255,-4.047,879.47
300557.0,520.39,-0.0,-5.264,-4.047,877.45
300774.0,519.25,0.244,-5.244,-3.994,876.58
300882.0,518.68,-0.188,-5.241,-4.014,876.15
301264.0,516.68,-0.1,-5.23,-4.052,874.6
301389.0,516.02,0.311,-5.24,-4.013,874.1
301481.0,515.55,0.518,-5.141,-3.965,873.74
301615.0,514.85,0.559,-5.194,-3.89,873.22
301692.0,514.46,-0.163,-5.039,-3.903,872.92
301737.0,514.23,0.343,-5.156,-3.888,872.75
301789.0,513.96,0.038,-5.135,-3.886,872.55
302061.0,512.58,-0.021,-5.088,-3.892,871.49
302132.0,512.21,-0.555,-5.169,-3.931,871.21
302152.0,512.11,0.226,-5.0,-3.926,871.13
302175.0,511.99,0.471,-5.087,-3.915,871.04
302204.0,511.84,0.204,-5.034,-3.909,870.93
302242.0,511.65,-0.021,-5.053,-3.91,870.78
302411.0,510.78,0.041,-5.154,-3.903,870.12
302541.0,510.12,-0.291,-5.115,-3.941,869.61
302659.0,509.5,-0.324,-5.263,-3.979,869.14
302914.0,508.17,-0.131,-5.216,-4.012,868.12
303276.0,506.27,-0.085,-5.249,-4.043,866.66
303383.0,505.71,0.331,-5.206,-4.008,866.23
303470.0,505.26,0.522,-5.195,-3.963,865.89
303579.0,504.69,0.163,-5.211,-3.945,865.46
303658.0,504.29,-0.198,-5.114,-3.961,865.15
303734.0,503.89,-0.273,-5.25,-3.982,864.85
303796.0,503.57,-0.215,-5.226,-3.995,864.6
303868.0,503.19,-0.087,-5.236,-4.001,864.31
304335.0,500.75,-0.083,-5.231,-4.04,862.42
304682.0,498.94,0.282,-5.225,-3.942,861.05
305182.0,496.35,-0.065,-5.182,-3.975,859.06
305538.0,494.49,-0.185,-5.219,-4.041,857.62
306038.0,491.87,0.057,-5.24,-4.013,855.61
306137.0,491.35,0.571,-5.222,-3.956,855.22
306216.0,490.94,0.059,-5.127,-3.951,854.91
306716.0,488.37,0.043,-5.148,-3.929,852.95
306889.0,487.47,-0.405,-5.191,-3.999,852.26
306976.0,487.01,0.02,-5.241,-3.997,851.91
307065.0,486.55,-0.116,-5.157,-4.007,851.55
307565.0,483.93,-0.091,-5.246,-4.052,849.52
307930.0,482.01,0.079,-5.258,-4.023,848.05
308430.0,479.38,-0.046,-5.252,-4.046,846.03
308930.0,476.76,0.043,-5.246,-4.025,844.02
309081.0,475.97,0.382,-5.258,-3.967,843.42
309576.0,473.42,0.132,-5.16,-3.902,841.49
309673.0,472.92,-0.238,-5.196,-3.925,841.11
309722.0,472.67,-0.4,-5.143,-3.945,840.92
309810.0,472.21,-0.302,-5.227,-3.972,840.57
309932.0,471.57,-0.127,-5.213,-3.987,840.08
310067.0,470.87,-0.16,-5.185,-4.009,839.54
310116.0,470.62,0.394,-5.163,-3.99,839.34
310157.0,470.4,0.661,-5.244,-3.963,839.18
310180.0,470.28,0.107,-5.13,-3.961,839.09
310217.0,470.1,0.264,-5.0,-3.951,838.94
310428.0,469.01,0.279,-5.171,-3.892,838.12
310500.0,468.64,-0.491,-5.139,-3.927,837.84
310627.0,467.98,-0.306,-5.181,-3.966,837.34
311127.0,465.37,-0.152,-5.218,-4.042,835.32
311419.0,463.84,0.04,-5.247,-4.03,834.14
311478.0,463.53,0.843,-5.288,-3.98,833.91
311545.0,463.19,0.428,-5.149,-3.951,833.65
311739.0,462.19,0.43,-5.155,-3.868,832.9
311772.0,462.02,-0.441,-5.091,-3.883,832.77
311904.0,461.34,-0.43,-5.129,-3.94,832.25
312012.0,460.78,-0.335,-5.167,-3.976,831.82
312085.0,460.4,-0.055,-5.178,-3.98,831.53
312181.0,459.91,0.107,-5.125,-3.97,831.15
312396.0,458.79,-0.018,-5.205,-3.974,830.3
312896.0,456.2,0.029,-5.182,-3.96,828.32
313040.0,455.45,-0.186,-5.215,-3.987,827.75
313136.0,454.95,-0.16,-5.208,-4.002,827.37
313194.0,454.65,-0.012,-5.19,-4.003,827.14
313286.0,454.17,-0.075,-5.261,-4.01,826.77
313786.0,451.55,-0.037,-5.244,-4.029,824.76
313904.0,450.93,0.486,-5.254,-3.972,824.29
314186.0,449.48,0.201,-5.156,-3.915,823.19
314285.0,448.97,-0.423,-5.182,-3.957,822.8
314368.0,448.54,-0.223,-5.217,-3.976,822.47
314468.0,448.01,-0.045,-5.25,-3.981,822.07
314531.0,447.69,0.325,-5.063,-3.961,821.82
314734.0,446.65,0.339,-5.138,-3.892,821.03
314875.0,445.92,-0.238,-5.163,-3.926,820.48
314945.0,445.56,-0.383,-5.1,-3.953,820.2
315115.0,444.68,-0.265,-5.188,-3.998,819.52
315195.0,444.26,-0.02,-5.213,-4.0,819.2
315253.0,443.96,-0.116,-5.172,-4.007,818.97
315307.0,443.68,-0.026,-5.204,-4.008,818.75
315339.0,443.51,-0.068,-5.187,-4.01,818.62
315385.0,443.27,-0.077,-5.13,-4.014,818.44
315885.0,440.65,-0.064,-5.236,-4.046,816.42
316385.0,438.03,0.062,-5.24,-4.015,814.41
316885.0,435.41,-0.047,-5.242,-4.038,812.39
317385.0,432.79,0.047,-5.242,-4.014,810.38
317665.0,431.32,0.037,-5.232,-4.004,809.26
318165.0,428.71,-0.013,-5.212,-4.01,807.25
318634.0,426.26,-0.059,-5.232,-4.038,805.36
318922.0,424.75,0.153,-5.243,-3.994,804.21
319422.0,422.15,0.038,-5.2,-3.975,802.22
319731.0,420.53,-0.184,-5.23,-4.032,800.97
319864.0,419.84,0.313,-5.18,-3.99,800.44
320039.0,418.94,0.347,-5.154,-3.929,799.75
320122.0,418.51,-0.274,-5.181,-3.952,799.42
320505.0,416.51,-0.214,-5.209,-4.034,797.87
321005.0,413.91,0.147,-5.202,-3.96,795.89
321179.0,413.01,-0.129,-5.195,-3.982,795.2
321450.0,411.6,0.055,-5.218,-3.967,794.12
321543.0,411.12,0.767,-5.172,-3.896,793.76
321936.0,409.15,0.533,-5.008,-3.687,792.31
321995.0,408.86,-1.082,-4.949,-3.751,792.09
322169.0,407.98,-0.899,-5.034,-3.907,791.41
322252.0,407.56,0.028,-5.096,-3.905,791.09
322394.0,406.83,-0.119,-5.155,-3.922,790.53
322427.0,406.66,1.219,-5.121,-3.882,790.4
322460.0,406.49,0.782,-5.121,-3.856,790.27
322491.0,406.33,0.363,-5.065,-3.845,790.15
322535.0,406.11,0.112,-4.932,-3.84,789.98
322580.0,405.88,-0.172,-5.044,-3.848,789.81
322676.0,405.4,-0.265,-5.031,-3.873,789.44
322823.0,404.64,-0.32,-5.136,-3.92,788.86
322876.0,404.37,-0.342,-5.075,-3.938,788.65
322961.0,403.93,-0.3,-5.153,-3.964,788.31
323069.0,403.38,-0.179,-5.139,-3.983,787.88
323147.0,402.97,0.076,-5.295,-3.977,787.57
323251.0,402.43,0.217,-5.192,-3.954,787.16
323287.0,402.25,-0.238,-5.139,-3.963,787.02
323355.0,401.89,-0.194,-5.279,-3.976,786.75
323855.0,399.28,-0.145,-5.226,-4.048,784.73
324090.0,398.05,0.243,-5.251,-3.991,783.79
324186.0,397.55,0.603,-5.26,-3.933,783.41
324234.0,397.3,-0.088,-5.229,-3.937,783.22
324271.0,397.11,-0.261,-5.081,-3.947,783.07
324318.0,396.87,-0.26,-5.128,-3.959,782.88
324453.0,396.17,-0.21,-5.193,-3.987,782.34
324528.0,395.77,-0.002,-5.28,-3.987,782.04
324596.0,395.42,0.207,-5.088,-3.973,781.77
325096.0,392.85,0.157,-5.142,-3.894,779.82
325194.0,392.35,-0.136,-5.143,-3.907,779.44
325244.0,392.09,-0.379,-5.26,-3.926,779.24
325305.0,391.78,-0.323,-5.131,-3.946,779.0
325338.0,391.61,-0.131,-5.273,-3.95,778.87
325649.0,389.99,-0.131,-5.206,-3.991,777.63
325774.0,389.34,-0.03,-5.192,-3.995,777.13
326063.0,387.83,0.037,-5.208,-3.984,775.98
326207.0,387.09,-0.095,-5.167,-3.998,775.4
326410.0,386.02,0.019,-5.251,-3.994,774.59
326910.0,383.43,0.06,-5.188,-3.964,772.61
327128.0,382.29,-0.159,-5.216,-3.999,771.74
327271.0,381.55,0.172,-5.182,-3.974,771.17
327553.0,380.09,-0.003,-5.184,-3.975,770.05
327662.0,379.52,-0.097,-5.248,-3.986,769.62
327791.0,378.85,-0.098,-5.209,-3.999,769.1
328177.0,376.83,-0.043,-5.231,-4.016,767.55
328586.0,374.7,0.099,-5.21,-3.976,765.92
328925.0,372.95,0.167,-5.162,-3.919,764.59
329425.0,370.37,-0.145,-5.17,-3.991,762.59
329583.0,369.54,-0.002,-5.253,-3.991,761.96
329867.0,368.06,-0.05,-5.201,-4.005,760.82
330222.0,366.21,0.083,-5.208,-3.976,759.41
330473.0,364.91,-0.123,-5.187,-4.007,758.4
330534.0,364.59,0.68,-5.279,-3.966,758.16
330565.0,364.43,1.161,-5.161,-3.93,758.04
330658.0,363.95,1.151,-5.129,-3.823,757.68
330725.0,363.62,0.384,-4.94,-3.797,757.43
330753.0,363.48,-0.382,-5.036,-3.808,757.32
330787.0,363.31,-0.527,-5.118,-3.826,757.19
330823.0,363.12,-0.613,-5.167,-3.848,757.05
331093.0,361.74,-0.546,-5.126,-3.995,755.97
331202.0,361.17,0.055,-5.22,-3.989,755.54
331702.0,358.57,0.04,-5.192,-3.969,753.56
331902.0,357.53,-0.094,-5.18,-3.988,752.76
332005.0,357.0,-0.028,-5.165,-3.991,752.35
332082.0,356.6,0.184,-5.26,-3.977,752.04
332139.0,356.3,-0.072,-5.298,-3.981,751.81
332228.0,355.84,-0.096,-5.202,-3.99,751.45
332395.0,354.97,-0.064,-5.216,-4.001,750.78
332819.0,352.76,-0.006,-5.217,-4.004,749.08
332928.0,352.19,0.453,-5.229,-3.955,748.65
333050.0,351.56,0.53,-5.139,-3.89,748.18
333090.0,351.36,-0.362,-5.05,-3.904,748.02
333329.0,350.13,-0.328,-5.155,-3.982,747.07
333829.0,347.52,-0.059,-5.216,-4.011,745.06
333929.0,347.0,0.739,-5.18,-3.937,744.67
333986.0,346.71,0.045,-5.14,-3.934,744.45
334131.0,345.96,-0.045,-5.179,-3.941,743.88
334200.0,345.61,0.505,-5.145,-3.906,743.61
334700.0,343.09,0.394,-5.032,-3.709,741.76
334831.0,342.44,-1.054,-4.947,-3.847,741.26
334988.0,341.64,-0.582,-5.115,-3.938,740.64
335051.0,341.31,0.031,-5.19,-3.936,740.39
335551.0,338.74,0.046,-5.134,-3.913,738.43
335611.0,338.44,0.955,-5.05,-3.856,738.2
335686.0,338.06,0.53,-5.093,-3.816,737.91
336120.0,335.91,0.373,-4.956,-3.654,736.32
336234.0,335.35,-1.13,-4.921,-3.783,735.89
336397.0,334.53,-0.599,-5.049,-3.881,735.26
336652.0,333.22,-0.35,-5.153,-3.97,734.25
336931.0,331.76,-0.107,-5.219,-4.0,733.13
337431.0,329.16,0.002,-5.206,-3.999,731.13
337931.0,326.56,0.057,-5.204,-3.97,729.14
338061.0,325.89,0.231,-5.185,-3.94,728.63
338252.0,324.9,-0.014,-5.168,-3.943,727.88
338340.0,324.45,-0.213,-5.148,-3.962,727.53
338398.0,324.14,-0.016,-5.259,-3.963,727.3
338871.0,321.69,-0.031,-5.173,-3.978,725.42
339002.0,321.01,0.14,-5.168,-3.96,724.9
339254.0,319.71,-0.016,-5.151,-3.964,723.9
339456.0,318.66,-0.126,-5.183,-3.989,723.09
339530.0,318.28,0.393,-5.176,-3.96,722.8
339571.0,318.07,-0.063,-5.195,-3.963,722.64
339640.0,317.71,-0.112,-5.217,-3.971,722.37
339934.0,316.18,-0.097,-5.197,-4.0,721.19
340084.0,315.4,0.272,-5.187,-3.959,720.6
340135.0,315.14,-0.137,-5.098,-3.966,720.4
340451.0,313.5,-0.118,-5.199,-4.003,719.13
340506.0,313.21,1.068,-5.309,-3.944,718.91
340530.0,313.08,0.222,-5.25,-3.939,718.82
340587.0,312.79,0.103,-5.07,-3.933,718.6
340724.0,312.09,-0.006,-5.109,-3.934,718.06
340798.0,311.71,-0.236,-5.189,-3.951,717.77
340847.0,311.45,-0.0,-5.286,-3.951,717.58
341016.0,310.58,0.055,-5.142,-3.942,716.91
341062.0,310.35,-0.098,-5.109,-3.947,716.73
341153.0,309.88,-0.144,-5.209,-3.96,716.37
341311.0,309.06,-0.023,-5.196,-3.964,715.74
341811.0,306.47,0.022,-5.172,-3.953,713.76
342240.0,304.24,-0.151,-5.191,-4.018,712.04
342314.0,303.86,1.077,-5.189,-3.938,711.75
342373.0,303.56,0.449,-5.169,-3.912,711.52
342411.0,303.36,-0.03,-5.237,-3.913,711.37
342457.0,303.12,-0.181,-5.13,-3.921,711.19
342495.0,302.93,-0.277,-5.026,-3.932,711.04
342551.0,302.64,-0.244,-5.125,-3.946,710.82
342610.0,302.34,-0.173,-5.153,-3.956,710.59
342658.0,302.09,-0.141,-5.208,-3.963,710.4
342723.0,301.75,-0.048,-5.169,-3.966,710.14
343133.0,299.62,-0.055,-5.185,-3.989,708.5
343275.0,298.89,0.639,-5.134,-3.898,707.95
343320.0,298.66,-0.328,-5.067,-3.913,707.77
343441.0,298.04,-0.302,-5.132,-3.95,707.29
343516.0,297.65,-0.123,-5.16,-3.959,706.99
344016.0,295.06,-0.08,-5.182,-3.999,704.99
344275.0,293.72,0.421,-5.162,-3.89,703.98
344368.0,293.25,0.885,-5.0,-3.808,703.63
344415.0,293.02,0.036,-4.979,-3.806,703.45
344484.0,292.67,-0.165,-5.072,-3.817,703.19
344984.0,290.14,-0.103,-5.054,-3.869,701.26
345070.0,289.71,-0.184,-5.023,-3.885,700.93
345131.0,289.39,0.217,-5.18,-3.872,700.69
345414.0,287.96,0.115,-5.049,-3.839,699.6
345459.0,287.74,-0.199,-4.978,-3.848,699.43
345777.0,286.12,-0.136,-5.088,-3.891,698.19
345854.0,285.73,-0.31,-5.091,-3.915,697.89
346218.0,283.85,-0.245,-5.179,-4.004,696.43
346718.0,281.24,0.048,-5.214,-3.98,694.44
347218.0,278.65,-0.019,-5.188,-3.99,692.45
347516.0,277.1,0.029,-5.208,-3.981,691.26
348016.0,274.5,-0.008,-5.198,-3.985,689.27
348076.0,274.19,1.756,-5.15,-3.88,689.04
348134.0,273.9,1.107,-5.0,-3.816,688.82
348194.0,273.6,0.61,-5.033,-3.779,688.59
348694.0,271.17,0.498,-4.868,-3.53,686.83
348745.0,270.92,-0.852,-4.824,-3.573,686.65
349046.0,269.45,-0.694,-4.887,-3.782,685.51
349401.0,267.66,-0.204,-5.031,-3.854,684.14
349472.0,267.3,-0.376,-5.014,-3.881,683.86
349649.0,266.4,-0.216,-5.085,-3.919,683.17
350149.0,263.82,-0.093,-5.154,-3.966,681.19
350472.0,262.17,0.409,-5.102,-3.834,679.95
350537.0,261.84,-0.441,-5.031,-3.863,679.7
350888.0,260.05,-0.315,-5.111,-3.974,678.31
351388.0,257.47,0.102,-5.166,-3.923,676.35
351606.0,256.34,-0.233,-5.17,-3.974,675.48
351843.0,255.11,0.038,-5.177,-3.965,674.54
351974.0,254.44,-0.076,-5.153,-3.975,674.02
352039.0,254.1,0.239,-5.231,-3.959,673.76
352265.0,252.93,0.127,-5.159,-3.93,672.87
352339.0,252.55,-0.176,-5.108,-3.943,672.58
352432.0,252.07,-0.164,-5.14,-3.958,672.21
352596.0,251.22,-0.088,-5.165,-3.972,671.56
353096.0,248.63,-0.03,-5.184,-3.987,669.57
353388.0,247.12,0.064,-5.182,-3.968,668.41
353766.0,245.17,0.104,-5.169,-3.929,666.92
353845.0,244.76,0.197,-5.215,-3.913,666.61
353895.0,244.5,-0.17,-5.1,-3.921,666.41
353953.0,244.2,-0.219,-5.121,-3.934,666.18
354018.0,243.87,-0.083,-5.092,-3.939,665.92
354179.0,243.04,-0.112,-5.174,-3.957,665.28
354308.0,242.37,-0.094,-5.186,-3.969,664.77
354366.0,242.07,0.143,-5.121,-3.961,664.54
354866.0,239.5,0.128,-5.134,-3.897,662.59
355063.0,238.49,-0.309,-5.137,-3.958,661.81
355190.0,237.83,0.093,-5.165,-3.946,661.31
355266.0,237.44,0.435,-5.092,-3.913,661.01
355766.0,234.92,0.299,-5.044,-3.763,659.13
355894.0,234.28,-0.798,-5.023,-3.865,658.64
355985.0,233.81,-0.302,-5.165,-3.892,658.29
356092.0,233.26,-0.301,-5.093,-3.924,657.87
356324.0,232.07,-0.204,-5.142,-3.971,656.95
356553.0,230.88,0.049,-5.192,-3.96,656.04
357053.0,228.29,-0.036,-5.18,-3.978,654.05
357553.0,225.7,0.054,-5.178,-3.951,652.07
357616.0,225.38,1.494,-5.127,-3.857,651.83
357663.0,225.14,0.769,-5.043,-3.821,651.65
357725.0,224.83,0.898,-5.0,-3.765,651.42
357775.0,224.58,1.139,-4.98,-3.708,651.23
357810.0,224.41,0.492,-4.829,-3.691,651.1
357841.0,224.26,0.073,-4.774,-3.689,650.99
357873.0,224.1,-0.229,-4.906,-3.696,650.87
358373.0,221.62,-0.224,-4.958,-3.808,648.97
358441.0,221.28,-0.163,-5.044,-3.819,648.71
358521.0,220.88,-0.328,-5.063,-3.845,648.4
358609.0,220.43,-0.393,-5.125,-3.88,648.06
358680.0,220.07,-0.36,-5.127,-3.906,647.78
358811.0,219.39,-0.244,-5.168,-3.938,647.26
359082.0,218.0,-0.083,-5.148,-3.96,646.19
359582.0,215.41,-0.025,-5.188,-3.973,644.2
359840.0,214.07,0.051,-5.19,-3.96,643.18
360100.0,212.72,-0.059,-5.181,-3.975,642.15
360171.0,212.36,0.55,-5.085,-3.936,641.87
360215.0,212.13,0.055,-5.25,-3.934,641.7
360312.0,211.63,-0.032,-5.134,-3.937,641.32
360378.0,211.29,0.271,-5.152,-3.919,641.06
360444.0,210.96,0.481,-5.076,-3.887,640.8
360497.0,210.68,0.052,-5.208,-3.884,640.59
360533.0,210.5,-0.239,-5.028,-3.893,640.45
360656.0,209.87,-0.164,-5.13,-3.913,639.97
360721.0,209.54,-0.226,-5.092,-3.928,639.71
360856.0,208.84,-0.148,-5.17,-3.948,639.18
360941.0,208.4,-0.06,-5.129,-3.953,638.84
361052.0,207.83,0.053,-5.126,-3.947,638.4
361204.0,207.05,-0.059,-5.145,-3.956,637.8
361657.0,204.7,-0.05,-5.183,-3.979,636.0
361917.0,203.35,0.088,-5.181,-3.956,634.97
361966.0,203.1,0.664,-5.082,-3.923,634.78
362005.0,202.9,0.942,-5.077,-3.886,634.63
362046.0,202.69,0.54,-5.073,-3.864,634.47
362150.0,202.16,0.353,-5.048,-3.827,634.07
362229.0,201.77,0.645,-4.937,-3.776,633.77
362286.0,201.49,0.064,-5.0,-3.772,633.55
362313.0,201.35,-0.506,-5.111,-3.786,633.45
362360.0,201.12,-0.561,-4.979,-3.812,633.27
362441.0,200.71,-0.542,-5.086,-3.856,632.96
362556.0,200.12,-0.427,-5.13,-3.905,632.51
362990.0,197.88,-0.236,-5.164,-4.007,630.77
363180.0,196.89,0.289,-5.195,-3.952,630.02
363252.0,196.52,-0.028,-5.111,-3.954,629.74
363752.0,193.94,-0.029,-5.17,-3.969,627.76
364112.0,192.07,0.018,-5.206,-3.963,626.33
364356.0,190.81,0.013,-5.176,-3.96,625.36
364749.0,188.77,-0.032,-5.183,-3.973,623.8
365015.0,187.39,0.089,-5.18,-3.949,622.75
365331.0,185.77,0.134,-5.13,-3.907,621.52
365539.0,184.7,-0.214,-5.135,-3.952,620.7
365888.0,182.9,0.001,-5.155,-3.952,619.32
366388.0,180.31,-0.04,-5.17,-3.972,617.33
366667.0,178.87,0.075,-5.161,-3.951,616.23
366869.0,177.83,-0.059,-5.153,-3.963,615.43
366950.0,177.41,0.215,-5.173,-3.946,615.11
367450.0,174.85,0.144,-5.118,-3.874,613.17
367569.0,174.24,-0.147,-5.126,-3.891,612.71
368039.0,171.84,-0.037,-5.102,-3.908,610.87
368238.0,170.82,-0.216,-5.131,-3.951,610.08
368539.0,169.26,-0.04,-5.176,-3.963,608.89
368651.0,168.69,0.22,-5.125,-3.938,608.45
368744.0,168.21,0.411,-5.183,-3.9,608.09
368783.0,168.01,-0.188,-5.128,-3.907,607.94
368850.0,167.66,-0.204,-5.179,-3.921,607.68
368930.0,167.25,-0.079,-5.1,-3.927,607.37
369064.0,166.56,0.035,-5.112,-3.922,606.84
369127.0,166.24,-0.152,-5.063,-3.932,606.59
369243.0,165.64,-0.115,-5.155,-3.945,606.13
369325.0,165.22,-0.004,-5.11,-3.945,605.81
369403.0,164.82,0.159,-5.154,-3.933,605.5
369441.0,164.62,0.627,-5.237,-3.909,605.35
369485.0,164.4,0.307,-5.023,-3.895,605.18
369510.0,164.27,-0.113,-5.2,-3.898,605.08
369665.0,163.48,-0.127,-5.116,-3.918,604.47
369761.0,162.98,0.268,-5.167,-3.892,604.1
369808.0,162.75,-0.209,-4.936,-3.902,603.92
369845.0,162.55,-0.226,-5.297,-3.91,603.78
370246.0,160.49,-0.195,-5.142,-3.988,602.18
370746.0,157.9,0.125,-5.174,-3.925,600.22
371246.0,155.32,-0.132,-5.164,-3.991,598.22
371666.0,153.15,0.199,-5.169,-3.907,596.58
371886.0,152.02,-0.177,-5.155,-3.946,595.71
372386.0,149.43,-0.033,-5.174,-3.963,593.73
372688.0,147.88,0.244,-5.123,-3.889,592.56
373188.0,145.32,-0.084,-5.116,-3.931,590.59
373617.0,143.11,-0.074,-5.154,-3.963,588.89
374117.0,140.52,0.023,-5.172,-3.952,586.91
374617.0,137.94,0.019,-5.15,-3.942,584.94
374856.0,136.71,0.022,-5.142,-3.937,584.0
374924.0,136.36,0.188,-5.088,-3.924,583.73
374955.0,136.2,-0.117,-5.065,-3.928,583.61
375040.0,135.76,-0.104,-5.129,-3.937,583.28
375159.0,135.15,-0.032,-5.101,-3.941,582.81
375260.0,134.63,-0.053,-5.139,-3.946,582.41
375353.0,134.16,0.059,-5.108,-3.941,582.04
375550.0,133.14,0.111,-5.183,-3.919,581.27
375650.0,132.63,-0.137,-5.13,-3.933,580.88
375733.0,132.2,-0.029,-5.217,-3.935,580.55
375796.0,131.87,-0.073,-5.206,-3.94,580.3
375865.0,131.52,-0.037,-5.101,-3.943,580.03
376056.0,130.53,-0.045,-5.162,-3.952,579.28
376263.0,129.47,0.004,-5.145,-3.951,578.46
376590.0,127.78,-0.018,-5.177,-3.957,577.17
376928.0,126.03,0.052,-5.166,-3.939,575.84
377066.0,125.32,0.051,-5.138,-3.932,575.3
377182.0,124.72,0.249,-5.129,-3.903,574.85
377251.0,124.38,-0.142,-4.986,-3.913,574.58
377540.0,122.89,-0.08,-5.152,-3.936,573.44
377989.0,120.57,-0.051,-5.16,-3.959,571.66
378300.0,118.98,0.216,-5.122,-3.892,570.45
378504.0,117.94,0.333,-5.074,-3.824,569.67
378557.0,117.68,-0.48,-4.943,-3.849,569.47
378655.0,117.18,-0.358,-5.102,-3.884,569.09
378712.0,116.89,-0.211,-5.123,-3.896,568.87
379212.0,114.31,-0.161,-5.15,-3.976,566.88
379712.0,111.74,0.152,-5.14,-3.9,564.93
379847.0,111.05,0.142,-5.089,-3.881,564.41
380347.0,108.52,0.132,-5.054,-3.815,562.5
380490.0,107.8,-0.488,-5.042,-3.885,561.94
380845.0,105.98,-0.207,-5.135,-3.958,560.53
381345.0,103.41,0.101,-5.15,-3.908,558.58
381845.0,100.83,-0.104,-5.156,-3.96,556.6
382003.0,100.02,0.265,-5.139,-3.918,555.98
382052.0,99.77,-0.056,-5.163,-3.921,555.79
382250.0,98.75,-0.069,-5.152,-3.935,555.01
382333.0,98.32,0.068,-5.181,-3.929,554.68
382361.0,98.17,0.749,-5.179,-3.908,554.57
382415.0,97.9,0.528,-4.963,-3.879,554.36
382441.0,97.77,-0.058,-5.077,-3.881,554.26
382473.0,97.61,-0.181,-5.094,-3.887,554.14
382556.0,97.19,-0.198,-5.12,-3.903,553.82
382763.0,96.12,-0.098,-5.164,-3.923,553.01
382928.0,95.28,0.188,-5.097,-3.892,552.37
383051.0,94.65,-0.142,-5.138,-3.909,551.89
383141.0,94.19,-0.136,-5.144,-3.921,551.54
383215.0,93.81,-0.047,-5.176,-3.924,551.25
383254.0,93.61,0.291,-5.256,-3.913,551.1
383557.0,92.07,0.223,-5.096,-3.845,549.93
383601.0,91.84,0.388,-5.136,-3.828,549.76
383691.0,91.39,0.477,-5.022,-3.785,549.42
383758.0,91.05,-0.054,-5.015,-3.789,549.17
383834.0,90.67,-0.262,-4.947,-3.809,548.88
